,Id,Immobilisations incorporelles,Immobilisations corporelles,Actifs financiers non courants,Stocks et travaux en-cours,Créances clients et comptes rattachés,Trésorerie et équivalents de trésorerie,Total actif,Capitaux propres,Provisions pour risques et charges non courantes,Dettes financières non courantes,Dettes financières courantes,Fournisseurs et comptes rattaches,Total passif,Chiffre d'affaires,Produits des activités ordinaires,Résultat opérationnel,Coût de l'endettement financier net,Quote part resultats des Sociétés Mises en Equivalence,RN des activités abandonnées,Résultat net
0,1,9505.0,39.0,32.0,63.0,163.0,66.0,17647.0,16296,138.0,207.0,172.0,414.0,17647.0,6 846,6 846,838,-193,0,0,618
1,2,9595.0,79.0,32.0,54.0,141.0,109.0,18192.0,17103,135.0,3600.0,177.0,392.0,18192.0,7 508,7 508,931,-214,0,0,734
2,3,9884.0,96.0,49.0,40.0,88.0,50.0,19394.0,18086,146.0,63100.0,19.0,316.0,19394.0,8 134,8 134,1 180,3,0,0,1 004
3,4,10135.0,128.0,49.0,29.0,160000.0,84.0,20930.0,18978,191.0,107600.0,126.0,340.0,20930.0,8 354,8 354,1 065,7,0,0,921
4,5,1600.0,6700.0,256900.0,200.0,150800.0,28200.0,590000.0,391700,30100.0,96200.0,1000.0,32800.0,590000.0,0,0,0,0,0,0,0
5,6,4700.0,7700.0,319400.0,200.0,160800.0,32400.0,646700.0,386800,31300.0,2000.0,400.0,31000.0,646700.0,395 200,395 200,14 200,0,2 300,391 300,404 600
6,7,12200.0,10500.0,346400.0,600.0,150500.0,43100.0,717100.0,396700,35600.0,700.0,8000.0,32700.0,717100.0,444 100,444 100,25 700,-6 900,-6 200,-300,19 900
7,8,15600.0,12000.0,309000.0,95200.0,7300.0,1100.0,683200.0,342700,37000.0,600.0,9400.0,28300.0,683200.0,497 500,497 500,27 300,-7 300,4 500,-500,27 900
8,9,7000.0,692800.0,1000.0,133000.0,3900.0,3100.0,20000.0,7400,300.0,3000.0,100.0,6300.0,20000.0,471 700,471 700,21 800,-7 300,-45 200,0,-21 100
9,10,9200.0,725000.0,1900.0,104000.0,3000.0,8500.0,22200.0,13800,700.0,1241300.0,1000.0,5400.0,22200.0,0,0,0,0,0,0,0
10,11,13500.0,552000.0,5400.0,141000.0,2800.0,1800.0,33300.0,22300,1462600.0,4381000.0,711800.0,5300.0,33300.0,15 400,15 400,8 500,800,0,0,7 700
11,12,17800.0,514000.0,15800.0,350.0,2660300.0,2260100.0,43800.0,28100,1486000.0,3578000.0,1037000.0,5700.0,43800.0,18 000,18 000,2 600,200,0,0,2 300
12,13,1309500.0,4906.0,280900.0,378.0,2965000.0,2546000.0,13484400.0,5226000,1321000.0,3644000.0,1844000.0,2060000.0,13484400.0,20 600,20 600,2 500,0,0,0,2 700
13,14,2813000.0,5284.0,321000.0,411.0,2858000.0,2413000.0,21576000.0,8101000,1406000.0,11828.0,1443000.0,2462000.0,21576000.0,24 000,24 000,2 900,0,0,0,2 000
14,15,1676000.0,28571.0,350000.0,516.0,2847000.0,3282000.0,18649000.0,7087000,5491.0,10493.0,10404.0,2278000.0,18649000.0,0,0,0,0,0,0,0
15,16,1391000.0,5166.0,772000.0,178.0,117677.0,16664.0,18127000.0,6871000,5328.0,23520.0,8819.0,2230000.0,18127000.0,12 691 100,12 691 100,874 900,23 600,1 200,0,665 100
16,17,726.0,14389.0,1920.0,91.0,115760.0,19519.0,302967.0,143862,6129.0,17669.0,12559.0,26932.0,302967.0,12 258 000,12 258 000,837 000,31 000,1 000,0,704 000
17,18,680.0,13402.0,2309.0,219536.0,115097.0,24467.0,326696.0,165410,6751.0,47759.0,9147.0,26530.0,326696.0,11 588 000,11 588 000,660 000,64 000,47 000,3 074 000,3 491 000
18,19,828.0,12505.0,2938.0,239777.0,134580.0,51883.0,372945.0,184261,11901000.0,41774.0,4481.0,30576.0,372945.0,11 181 000,11 181 000,650 000,33 000,5 000,0,553 000
19,20,771.0,15400.0,2381.0,278161.0,71090.0,23898000.0,381760.0,202896,11363000.0,62104.0,4238.0,18319.0,381760.0,0,0,0,0,0,0,0
20,21,48917.0,312555.0,3288.0,428977.0,65565.0,31329000.0,870128000.0,75267000,9742000.0,69500.0,10261.0,16172.0,870128000.0,353 568,353 823,33 676,395,0,0,23 937
21,22,42322.0,330224.0,3526.0,449152.0,71893.0,22656000.0,930695000.0,73252000,9554000.0,38516.0,8500.0,15441.0,930695000.0,400 579,400 824,39 521,456,0,0,27 327
22,23,33912.0,346489.0,5089.0,455644.0,88100.0,28237000.0,780878000.0,74627000,34228.0,32192.0,66126.0,16617.0,780878000.0,417 757,417 999,39 853,725,0,0,26 409
23,24,23400.0,631083.0,24900.0,379000.0,73254.0,28146.0,804589000.0,76175000,30190.0,29867.0,282146.0,96946.0,804589000.0,426 382,426 803,38 640,588,0,0,26 185
24,25,28641.0,699755.0,194.0,48401.0,67656.0,35784.0,551100.0,344127,40208.0,215.0,335007.0,106632.0,551100.0,0,0,0,0,0,0,0
25,26,28352.0,713488.0,218.0,51660.0,90262.0,21087.0,553808.0,362750,0.0,32031.0,4866.0,114335.0,553808.0,299 845,132 592 000,7 735 000,1 093,265 000,0,6 603 000
26,27,27352.0,613400.0,44878.0,57647.0,438731.0,16200.0,568838.0,362598,216310.0,32331.0,22580.0,125539.0,568838.0,283 832,106 426 000,1 805 000,734,286 000,-428 000,-373 000
27,28,73780.0,14361.0,27965.0,66054.0,480491.0,214296.0,559300.0,355500,207330.0,28000.0,65526.0,137729.0,559300.0,299 962,132 866 000,5 840 000,1 551,504 000,-23 000,4 182 000
28,29,76413.0,13749.0,42001.0,380300.0,499377.0,265258.0,1033652.0,590641,201645.0,6100.0,90000.0,126403.0,1033652.0,297 200,112 113 000,5 350 000,1 400,400 000,0,3 331 000
29,30,53978.0,13419.0,138900.0,414900.0,47850.0,233809.0,1319232.0,633299,0.0,16727.0,15631.0,99500.0,1319232.0,0,0,0,0,0,0,0
30,31,309800.0,13179.0,534.0,494700.0,54099.0,188626.0,1398089.0,644118,484.0,35911.0,9546.0,32211.0,1398089.0,1 208 318,299 845,27 735,1 878,0,0,4 405
31,32,30877.0,711400.0,643.0,541900.0,61549.0,157533.0,2352586.0,1703921,804.0,55299.0,14517.0,33363.0,2352586.0,1 287 197,283 832,18 254,2 860,0,0,10 994
32,33,36904.0,807300.0,919.0,22079.0,65082.0,198555.0,2366971.0,1638126,1214.0,391000.0,24304.0,40359.0,2366971.0,1 336 227,299 962,14 291,2 924,0,0,5 406
33,34,66188.0,894700.0,1447.0,12280.0,460100.0,265700.0,2392188.0,1608082,1306.0,446800.0,76900.0,37777.0,2392188.0,1 344 400,297 200,17 600,0,0,0,8 500
34,35,86237.0,939000.0,72000.0,12282.0,490000.0,8511.0,2169400.0,1456400,106700.0,153700.0,100200.0,161300.0,2169400.0,0,0,0,0,0,0,0
35,36,430700.0,100844.0,88000.0,17331.0,552100.0,16630.0,207442.0,125991,47100.0,352400.0,438600.0,176900.0,207442.0,2 020 251,1 208 797,79 705,-6 267,4 670,0,60 095
36,37,507500.0,93817.0,57900.0,60896.0,597900.0,14213.0,223802.0,134603,62300.0,34581.0,128900.0,211900.0,223802.0,1 949 764,1 295 580,87 620,3 926,4 180,0,60 390
37,38,508400.0,89809.0,65000.0,70747.0,8885.0,118147.0,291949.0,164349,64400.0,34361.0,307.0,207100.0,291949.0,1 949 431,1 367 920,77 870,4 615,4 832,0,48 240
38,39,430700.0,84094.0,27320.0,72249.0,7451.0,312100.0,440709.0,282364,3383.0,32599.0,18116.0,6880.0,440709.0,1 627 900,1 344 400,0,0,0,0,-80 900
39,40,4109.0,178862.0,28203.0,1170900.0,879.0,280100.0,2990000.0,1736700,3404.0,34259.0,60919.0,5424.0,2990000.0,0,0,0,0,0,0,0
40,41,13232.0,194657.0,24389.0,1174000.0,1088.0,275000.0,3389600.0,2003300,2940.0,4793.0,11182.0,6592.0,3389600.0,208 067,2 020 251,376 225,1 003,0,-6 777,288 295
41,42,16310.0,197751.0,32020.0,1358500.0,101821.0,389200.0,3781900.0,2254600,3350.0,4206.0,1786.0,5867.0,3781900.0,245 412,1 949 764,258 768,945,0,0,173 350
42,43,19981.0,3109200.0,3088.0,573051.0,102153.0,12529.0,3927800.0,2481300,117302.0,9772.0,3244.0,43269.0,3927800.0,245 502,1 949 431,252 721,1 065,0,0,176 095
43,44,29107.0,2870600.0,2296.0,576498.0,104274.0,3536.0,211195.0,138425,109367.0,6981900.0,1033000.0,48616.0,211195.0,263 500,1 627 900,156 800,-120,0,0,93 700
44,45,26420.0,2812100.0,2414.0,627426.0,5111700.0,4373.0,185117.0,117806,109327.0,8220800.0,2040600.0,41430.0,185117.0,0,0,0,0,0,0,0
45,46,27068.0,0.0,10656100.0,627128.0,5127800.0,3565.0,175126.0,87697,0.0,9285000.0,2574200.0,5043600.0,175126.0,2 288 200,208 067,10 563,16 200,-200,-17,9 144
46,47,10290200.0,505035.0,7119100.0,73700.0,5229400.0,275009.0,185699.0,44461,1852500.0,535646.0,163112.0,4943100.0,185699.0,2 421 300,245 412,14 871,18 500,0,2,8 241
47,48,10060500.0,502080.0,7371200.0,83900.0,294933.0,217248.0,1960252000.0,107209000,1817700.0,429959.0,229262.0,5087000.0,1960252000.0,2 674 800,245 502,22 406,20 600,-87,-5,17 847
48,49,10613500.0,527613.0,47087.0,65200.0,277496.0,208444.0,2040836000.0,105726000,1599400.0,561783.0,126229.0,468276.0,2040836000.0,3 118 200,263 500,20 824,25 000,-1,6,16 565
49,50,42887.0,607287.0,38731.0,51400.0,258945.0,3098700.0,2164713000.0,111845000,0.0,606022.0,137562.0,455175.0,2164713000.0,0,0,0,0,0,0,0
50,51,44394.0,2502900.0,41427.0,3037000.0,245642.0,4784900.0,2488491000.0,117349000,36595.0,1127500.0,531400.0,436858.0,2488491000.0,109 337,2 288 200,314 900,-637,-400,0,237 500
51,52,57097.0,2437600.0,32305.0,3154000.0,448400.0,2943300.0,800403.0,517490,35593.0,218700.0,1531180.0,435077.0,800403.0,80 725,2 421 300,343 700,-685,200,0,255 500
52,53,58478.0,1923300.0,199100.0,3239000.0,6732000.0,9212.0,767077.0,486043,35179.0,183800.0,1424900.0,101200.0,767077.0,38 209,2 674 800,370 700,-662,0,0,269 700
53,54,17200.0,1638200.0,182300.0,2839000.0,8415000.0,23893.0,764283.0,505461,38805.0,44800.0,1449900.0,194200.0,764283.0,26 374,3 118 200,552 800,-910,-200,0,402 700
54,55,14000.0,6858000.0,40500.0,67100.0,8714000.0,16693.0,56344700.0,31857900,79900.0,5788000.0,945000.0,7349000.0,56344700.0,0,0,0,0,0,0,0
55,56,13200.0,7432000.0,563000.0,73000.0,8338000.0,6638.0,55429400.0,28203800,88900.0,5080000.0,1491000.0,7423000.0,55429400.0,617 540,109 337,-442,34,28,0,-80
56,57,11800.0,7502000.0,536000.0,79600.0,124400.0,263300.0,58169700.0,25942100,84400.0,5580000.0,1857000.0,11235000.0,58169700.0,604 212,80 725,-19 394,-385,-45,0,-19 204
57,58,2132000.0,7486000.0,487000.0,65600.0,133700.0,281500.0,2054987.0,606507,77500.0,6918000.0,1020000.0,11298000.0,2054987.0,557 123,38 209,-30 394,-373,93,0,-33 369
58,59,2198000.0,56800.0,529000.0,19900.0,133800.0,243600.0,2027109.0,646817,2085000.0,18800.0,22700.0,197900.0,2027109.0,513 582,26 374,-41 527,0,98,0,-42 854
59,60,2177000.0,57000.0,11000.0,19900.0,120300.0,217100.0,2111290.0,724972,2068000.0,54900.0,20600.0,209300.0,2111290.0,0,0,0,0,0,0,0
60,61,2694000.0,63000.0,12400.0,6690000.0,1363900.0,4820000.0,2172879.0,709868,2167000.0,48900.0,20700.0,219300.0,2172879.0,18 325 200,617 542,124 981,128 300,713 000,0,8 207 000
61,62,23500.0,62100.0,34900.0,6135000.0,1201700.0,2928000.0,3691100.0,1564300,2245000.0,41600.0,37800.0,372800.0,3691100.0,23 024 400,604 212,106 022,130 700,628 000,0,8 005 000
62,63,18900.0,486300.0,32800.0,5867000.0,1480400.0,3574000.0,3559800.0,1255500,135000.0,2240000.0,209000.0,390000.0,3559800.0,24 843 400,557 125,66 915,128 400,586 000,0,8 583 000
63,64,11200.0,471100.0,119700.0,5326000.0,232100.0,4224000.0,2742400.0,643600,123700.0,2655700.0,499000.0,638500.0,2742400.0,24 109 000,513 582,38 185,0,423 000,0,7 415 000
64,65,8700.0,444900.0,109800.0,3815000.0,145000.0,282200.0,2359200.0,201000,115700.0,3244500.0,461600.0,194900.0,2359200.0,0,0,0,0,0,0,0
65,66,640200.0,348800.0,117400.0,3843000.0,110000.0,278800.0,3603874.0,652118,182300.0,2696600.0,649800.0,501000.0,3603874.0,2 288 124,18 325 200,1 123 900,-19 121,0,0,78 203
66,67,634600.0,39000.0,105700.0,3775000.0,112000.0,231800.0,4226408.0,694173,299700.0,3000.0,4000.0,507000.0,4226408.0,2 776 641,23 024 400,1 301 100,22 675,0,0,57 454
67,68,611100.0,34000.0,4000.0,3209000.0,127000.0,244300.0,4839338.0,776122,290700.0,2783000.0,5000.0,552000.0,4839338.0,2 777 120,24 843 400,1 259 200,21 887,0,0,40 584
68,69,427300.0,28000.0,6000.0,13763.0,3170000.0,364300.0,5680582.0,745315,265000.0,3274000.0,20000.0,548000.0,5680582.0,2 854 876,24 109 000,1 650 000,20 344,0,0,26 209
69,70,8000.0,20000.0,8000.0,12652.0,3279000.0,1046300.0,35778000.0,10210000,290200.0,3156000.0,58000.0,1124000.0,35778000.0,0,0,0,0,0,0,0
70,71,6000.0,749000.0,8000.0,11743.0,3380000.0,1477800.0,37694000.0,11117000,27000.0,7127000.0,589000.0,1172000.0,37694000.0,1 329 600,2 288 124,100 180,-44 900,115 500,0,2 081 500
71,72,5000.0,785000.0,307000.0,19306.0,107919.0,1594500.0,39354000.0,11800000,23000.0,2021596.0,83000.0,1149000.0,39354000.0,1 020 600,2 776 641,119 025,-43 000,172 100,0,1 107 100
72,73,3000.0,1500000.0,258000.0,3645.0,123616.0,174000.0,40623000.0,11803000,10000.0,2359135.0,938000.0,28567.0,40623000.0,793 600,2 777 120,115 814,-54 600,98 000,0,1 408 400
73,74,681000.0,0.0,692000.0,2671.0,117105.0,156000.0,815200.0,190300,1221000.0,2348120.0,951000.0,28370.0,815200.0,633 900,2 854 876,101 888,-60 100,-32 000,0,1 563 000
74,75,697000.0,2411.0,12981.0,4434.0,148532.0,142000.0,847400.0,176400,1030000.0,2447699.0,1069000.0,28855.0,847400.0,0,0,0,0,0,0,0
75,76,645000.0,2062.0,11948.0,3814.0,1433000.0,169000.0,875200.0,202100,1063000.0,6428000.0,1339000.0,27773.0,875200.0,32 904 000,1 329 600,47 800,226 000,138,0,59 808
76,77,4559.0,4244.0,12426.0,227135.0,1423000.0,2156000.0,845300.0,140300,0.0,6936000.0,1909000.0,15082000.0,845300.0,35 555 000,1 020 600,-175 300,216 000,9,0,72 328
77,78,4556.0,3205.0,12622.0,170972.0,1575000.0,2189000.0,5369800.0,1032700,3003000.0,9963000.0,2020000.0,14161000.0,5369800.0,37 929 000,793 600,-410 300,264 000,-48,0,72 574
78,79,4262.0,12368000.0,4158000.0,174945.0,1523000.0,2674000.0,6096300.0,1007600,3521000.0,10092000.0,1471000.0,13646000.0,6096300.0,34 694 000,633 900,-320 700,220 000,-80,0,54 602
79,80,4580.0,11938000.0,4141000.0,212348.0,937000.0,2828000.0,7049100.0,1322100,3297000.0,7229000.0,2208000.0,12560000.0,7049100.0,0,0,0,0,0,0,0
80,81,1364000.0,11371000.0,4358000.0,383693.0,905000.0,329397.0,6566100.0,1285700,2670000.0,6817000.0,2289000.0,6664000.0,6566100.0,1 243 100,33 054 000,1 533 000,0,0,0,-43 400
81,82,1461000.0,10505000.0,3635000.0,462408.0,836000.0,70518.0,965000.0,289000,872000.0,12037000.0,2179000.0,6688000.0,965000.0,1 300 700,35 740 000,1 776 000,0,0,0,-263 000
82,83,1452000.0,7289000.0,1159000.0,381953.0,941000.0,178172.0,937000.0,296000,815000.0,11027000.0,8546.0,6580000.0,937000.0,1 285 200,38 010 000,1 696 000,0,3 700,0,-608 900
83,84,1325000.0,5878000.0,1275000.0,301407.0,55629.0,320263.0,1000000.0,302000,725000.0,6244.0,9623.0,6190000.0,1000000.0,1 261 600,34 760 000,1 124 000,-6 800,500,0,-451 300
84,85,2879000.0,9950000.0,1183000.0,107300.0,44687.0,3593000.0,1049000.0,310000,1547.0,6755.0,6543.0,35573.0,1049000.0,0,0,0,0,0,0,0
85,86,2906000.0,9040000.0,1217000.0,128400.0,43192.0,4300000.0,15944000.0,6960000,1979.0,11305.0,13125.0,31668.0,15944000.0,4 689 400,1 243 100,24 600,86 800,0,0,4 892
86,87,2296000.0,9582.0,425.0,126100.0,59311.0,4439000.0,16498000.0,7479000,1441.0,23406.0,4040.0,32439.0,16498000.0,4 795 500,1 300 700,5 400,82 500,0,0,42 376
87,88,2188000.0,7421.0,836.0,10908000.0,118170.0,3391000.0,18135000.0,8419000,967.0,250830.0,3211.0,48635.0,18135000.0,5 099 700,1 285 200,48 400,100 200,0,0,40 232
88,89,599.0,7407.0,739.0,12485000.0,97278.0,3730000.0,0.0,0,25445.0,185845.0,27467.0,46954.0,0.0,4 601 000,1 261 600,27 800,108 200,0,0,-34 450
89,90,469.0,17338.0,733.0,13717000.0,143986.0,3572000.0,6034396.0,3542461,26389.0,248107.0,17850.0,41774.0,6034396.0,0,0,0,0,0,0,0
90,91,443.0,33173.0,21185.0,13016000.0,134650.0,2745000.0,6503746.0,3652680,34105.0,248609.0,2755420.0,50644.0,6503746.0,1 857 000,4 689 400,606 300,3 000,163 000,-8 600,1 205 000
91,92,512.0,33416.0,22135.0,22215.0,496032.0,42447.0,6519736.0,3546046,37856.0,49641.0,14860.0,43214.0,6519736.0,1 878 000,4 795 500,637 200,1 000,303 000,0,1 453 000
92,93,145849.0,99164.0,20554.0,22808.0,434274.0,45155.0,6451848.0,3268471,115418.0,959127.0,51933.0,161263.0,6451848.0,1 882 000,5 099 700,721 300,1 000,350 000,-9 000,1 320 000
93,94,156708.0,110305.0,20823.0,24296.0,381189.0,49220.0,47813000.0,12158000,80059.0,1107371.0,52507.0,105522.0,47813000.0,1 830 000,4 601 000,407 400,0,216 000,0,770 000
94,95,157540.0,313508.0,59418.0,23166.0,290215.0,53399.0,47378000.0,11286000,50796.0,1187916.0,47595.0,102641.0,47378000.0,0,0,0,0,0,0,0
95,96,163017.0,157948.0,25963.0,3730.0,813425.0,18718.0,50802000.0,11675000,46256.0,2062350.0,230197.0,86350.0,50802000.0,12 525 000,1 857 000,60 000,18 000,0,0,6 600
96,97,1093625.0,109198.0,23955.0,3700.0,903765.0,81091.0,47588000.0,11297000,98486.0,2284676.0,71942.0,462683.0,47588000.0,13 197 000,1 878 000,62 000,12 000,0,0,16 400
97,98,750422.0,100013.0,12144.0,4800.0,862668.0,29059.0,38116000.0,13023000,130430.0,2471580.0,88966.0,510370.0,38116000.0,14 125 000,1 882 000,64 000,3 000,0,0,26 500
98,99,603957.0,1061288.0,163106.0,14400.0,743679.0,24734.0,37440000.0,12019000,201640.0,2551485.0,26600.0,406575.0,37440000.0,15 848 000,1 830 000,65 000,0,0,0,11 200
99,100,570786.0,1425851.0,341955.0,28916.0,100800.0,299366.0,34844000.0,8291000,142695.0,179300.0,33100.0,245116.0,34844000.0,0,0,0,0,0,0,0
100,101,855712.0,1133322.0,255825.0,21876.0,72400.0,362396.0,30517000.0,6119000,17100.0,169100.0,31900.0,96700.0,30517000.0,77 673 000,12 525 000,1 183 000,48 681,600,0,329 800
101,102,1163893.0,810222.0,263880.0,22923.0,73500.0,533752.0,141644.0,66259,17900.0,210800.0,4553000.0,116800.0,141644.0,75 261 000,13 197 000,1 251 000,53 627,400,0,355 100
102,103,1257436.0,63200.0,3100.0,501000.0,0.0,344239.0,126989.0,56818,18700.0,7893000.0,5550000.0,105600.0,126989.0,71 651 000,14 125 000,1 433 000,56 718,600,0,392 600
103,104,1177714.0,80700.0,7000.0,672000.0,2737000.0,1391436.0,128915.0,59380,0.0,6353000.0,9799000.0,4540000.0,128915.0,69 967 000,15 848 000,1 502 000,56 717,100,0,138 900
104,105,2100.0,113100.0,7800.0,675000.0,3222000.0,485108.0,178000.0,61600,2578000.0,15823000.0,13167000.0,5314000.0,177976.0,0,0,0,0,0,0,0
105,106,31300.0,0.0,0.0,606000.0,3450000.0,328683.0,746223.0,197346,2511000.0,24730000.0,227712.0,5814000.0,746223.0,37 490 000,300 911,393 987,317 000,0,0,49 000
106,107,37200.0,12453000.0,1658000.0,2603.0,2756000.0,352664.0,648108.0,198957,2725000.0,199604.0,129962.0,5098000.0,648108.0,36 604 000,340 250,274 971,233 000,0,0,42 000
107,108,16078000.0,13858000.0,2085000.0,2585.0,17780.0,214800.0,808613.0,201247,3288000.0,303980.0,206427.0,76818.0,808613.0,34 645 000,438 816,191 788,321 000,0,0,40 000
108,109,16376000.0,17556000.0,2461000.0,2062.0,26350.0,110000.0,905355.0,207902,55151.0,356383.0,143192.0,93647.0,905355.0,31 912 000,429 365,-122 861,284 000,0,0,40 000
109,110,16335000.0,17575000.0,1586000.0,2282.0,20388.0,93900.0,4047420.0,501253,55781.0,698019.0,1141.0,77590.0,4047420.0,0,0,0,0,0,0,0
110,111,16143000.0,957822.0,24997.0,1668000.0,17016.0,0.0,3253051.0,1397576,69199.0,28100.0,100.0,85915.0,3253051.0,249 551,80 392 000,978 000,367 000,0,-277 000,808 000
111,112,70036.0,1030723.0,29686.0,1789000.0,4342.0,7586000.0,3508161.0,1405328,64769.0,49100.0,2700.0,21834.0,3508161.0,251 355,77 917 000,758 000,327 000,0,-301 000,724 000
112,113,66684.0,1153746.0,58165.0,1933000.0,4900.0,8553000.0,3016002.0,1039951,0.0,70000.0,9100.0,23700.0,3016002.0,224 162,74 142 000,1 060 000,357 000,0,1 092 000,852 000
113,114,68755.0,1128080.0,41112.0,1840000.0,11600.0,6062000.0,7626997.0,4202958,103.0,42571.0,11916.0,28000.0,7626997.0,265 725,72 150 000,1 686 000,357 000,0,-23 000,955 000
114,115,78328.0,335.0,726.0,3670155.0,9900.0,20357000.0,7562926.0,3560601,100.0,63083.0,13758.0,48000.0,7562926.0,0,0,0,0,0,0,0
115,116,891.0,200.0,600.0,3403278.0,201709.0,46848.0,6462921.0,2513592,500.0,45307.0,188427.0,126097.0,6462921.0,457 441,37 490 000,732 000,561,0,47 000,314 304
116,117,500.0,1500.0,2800.0,3368351.0,238261.0,31624.0,5046039.0,1243341,300.0,126000.0,120000.0,184170.0,5046039.0,467 688,36 604 000,834 000,527,0,-21 000,163 609
117,118,6900.0,15700.0,3000.0,0.0,297025.0,22320.0,647100.0,229900,54023.0,533000.0,546000.0,156814.0,647100.0,503 745,35 310 000,574 000,-3 018,0,-1 054 000,108 404
118,119,8800.0,65832.0,13083.0,0.0,0.0,16470.0,626100.0,237200,43284.0,766000.0,516000.0,0.0,626100.0,496 939,32 510 000,628 000,-586,0,-508 000,-198 286
119,120,29805.0,69591.0,15903.0,0.0,2853000.0,17108.0,664000.0,232400,34231.0,691000.0,362000.0,2843000.0,664000.0,0,0,0,0,0,0,0
120,121,22874.0,74562.0,17647.0,0.0,3094000.0,65700.0,0.0,0,0.0,8596316.0,57284.0,2961000.0,0.0,1 252 895,249 551,10 033,8 307,0,0,-362 000
121,122,23889.0,0.0,0.0,0.0,3284000.0,75400.0,72762000.0,32733000,210000.0,9379905.0,83942.0,2483000.0,72762000.0,996 360,251 355,12 330,4 473,0,0,-344 000
122,123,107000.0,2384000.0,197000.0,0.0,2864000.0,82800.0,77271000.0,36372000,174100.0,9327115.0,159700.0,2328000.0,77271000.0,1 185 445,224 162,9 633,8 712,0,0,1 311 000
123,124,213000.0,2619000.0,192000.0,0.0,279298.0,146609.0,93830000.0,35717000,325000.0,96107.0,56532.0,167624.0,93830000.0,791 170,265 725,9 979,8 472,0,0,831 000
124,125,211000.0,2578000.0,169000.0,1566.0,313212.0,85978.0,106017000.0,36244000,286600.0,62830.0,3221000.0,129990.0,106017000.0,0,0,0,0,0,0,0
125,126,196000.0,2322000.0,177000.0,2038.0,376730.0,100546.0,232920000.0,11235000,121716.0,41647.0,3021000.0,140670.0,232920000.0,3 121 624,457 441,18 547,200 273,13 000,4 099,299 000
126,127,24592.0,203781.0,385828.0,0.0,0.0,0.0,245679008.0,12266000,94344.0,90062.0,3996000.0,0.0,245679008.0,3 446 830,467 688,14 416,106 356,17 000,1 345,161 000
127,128,59138.0,1241675.0,181599.0,101812.0,433552.0,1231000.0,253976000.0,13133000,100932.0,15529000.0,3762000.0,39569.0,253976000.0,2 833 214,503 745,16 092,115 144,46 000,0,-1 322 000
128,129,23471.0,1489442.0,310441.0,125813.0,473538.0,1287100.0,269316000.0,14117000,0.0,14277000.0,114910.0,39295.0,269316000.0,1 922 950,496 939,21 543,119 747,50 000,0,-661 000
129,130,47905.0,1602000.0,282000.0,102932.0,480693.0,1807600.0,1579758.0,832372,884000.0,12875000.0,656070.0,45736.0,1579758.0,0,0,0,0,0,0,0
130,131,44581.0,97365.0,160055.0,124200.0,463215.0,1734000.0,1661352.0,879156,804000.0,12272000.0,342042.0,37723.0,1661352.0,533 000,1 253 654,-250 104,-143 427,0,0,4 076
131,132,38364.0,100594.0,203723.0,93900.0,2794000.0,264325.0,1843380.0,927987,857000.0,980265.0,350000.0,3904000.0,1843380.0,573 300,997 529,-150 018,-175 462,0,-500 893,5 347
132,133,30823.0,107475.0,214650.0,76700.0,2689000.0,302419.0,1989770.0,789931,941000.0,335306.0,87400.0,3675000.0,1989770.0,626 200,1 186 057,212 889,-183 608,0,-164 104,5 525
133,134,6813000.0,173778.0,140521.0,67800.0,2906000.0,320777.0,30047.0,1285,28863.0,216176.0,94800.0,3959000.0,30047.0,822 000,791 795,-154 216,-163 380,0,-55 811,6 155
134,135,6735000.0,6005000.0,277000.0,105300.0,2608000.0,0.0,80500.0,14300,31689.0,0.0,2325.0,3467000.0,80500.0,0,0,0,0,0,0,0
135,136,6677000.0,6175000.0,359000.0,11534.0,451895.0,680000.0,176100.0,63600,32040.0,1000000.0,1201.0,595814.0,176100.0,43 666 000,3 124 919,301 224,6 700,-51,0,11 160
136,137,6020000.0,5773000.0,753000.0,9376.0,551405.0,563000.0,210000.0,62300,32700.0,650000.0,3859.0,705739.0,210000.0,46 826 000,3 448 752,-361 451,8 900,-46,0,5 826
137,138,30687.0,5479000.0,828000.0,10351.0,677007.0,488000.0,700048.0,181033,1922000.0,5209600.0,3958.0,8277856.0,700048.0,53 670 000,2 834 587,-638 420,9 800,-8,0,2 691
138,139,28881.0,445310.0,38197.0,9877.0,0.0,606000.0,666974.0,190068,1857000.0,4738800.0,39356.0,0.0,666974.0,44 651 000,1 924 231,-1 059 549,0,-18,0,10 916
139,140,40931.0,489009.0,204618.0,23000.0,895900.0,1296636.0,756438.0,-16565,2269000.0,1825.0,47277.0,149314.0,756438.0,0,0,0,0,0,0,0
140,141,1066440.0,819416.0,207730.0,31000.0,1044100.0,1172450.0,0.0,0,2324000.0,1278.0,44428.0,161700.0,0.0,762 176,533 000,38 500,81 000,-19 078,0,-487 965
141,142,1137800.0,0.0,0.0,42000.0,1346100.0,1302084.0,423298000.0,20023000,0.0,20300.0,40181.0,1313500.0,423298000.0,801 226,573 300,42 200,136 000,-1 002,0,-79 976
142,143,4186200.0,168958.0,162267.0,14138000.0,1256100.0,1246000.0,415524300.0,19520900,0.0,9857.0,103600.0,1340800.0,415524300.0,854 011,626 200,31 900,406 000,-87,0,-53 769
143,144,3546800.0,178200.0,167500.0,14227000.0,1265.0,107051.0,440366300.0,21188000,0.0,157448.0,84500.0,16941.0,440366300.0,615 645,822 000,55 800,319 000,89,-1 700,-391 210
