,Id,Immobilisations incorporelles,Immobilisations corporelles,Actifs financiers non courants,Stocks et travaux en-cours,Créances clients et comptes rattachés,Trésorerie et équivalents de trésorerie,Total actif,Capitaux propres,Provisions pour risques et charges non courantes,Dettes financières non courantes,Dettes financières courantes,Fournisseurs et comptes rattaches,Total passif,Chiffre d'affaires,Produits des activités ordinaires,Résultat opérationnel,Coût de l'endettement financier net,Quote part resultats des Sociétés Mises en Equivalence,RN des activités abandonnées,Résultat net
580,581,1979000.0,70316.0,0.0,3295493.0,46269.0,114806.0,63250.0,15401000,261200.0,4073000.0,268300.0,13796.0,63250.0,354 759,115 262,4 239,279,-1 500,0,29 264
581,582,1509000.0,79336.0,1481.0,2877632.0,0.0,205324.0,37629.0,12636000,308000.0,6482000.0,45187000.0,0.0,37629.0,367 471,137 093,11 410,284,-400,0,28 740
582,583,223200.0,0.0,1280.0,3027654.0,9750000.0,28682.0,0.0,215294,82264.0,5503000.0,46876000.0,41709.0,0.0,440 315,156 520,11 300,332,-1 800,0,29 324
583,584,191000.0,590000.0,611.0,246615.0,9989000.0,35973.0,94714000.0,229738,51546.0,753600.0,50153000.0,32319.0,94714000.0,294 680,168 964,8 700,339,-700,0,17 578
584,585,138100.0,611000.0,0.0,286314.0,11233000.0,51416.0,96592000.0,256396,52497.0,845800.0,51050000.0,30795.0,96592000.0,0,0,0,0,0,0,0
585,586,130300.0,719000.0,169000.0,347086.0,10397000.0,939635.0,106303000.0,286823,50547.0,673800.0,155500.0,0.0,106303000.0,480 727,42 636 000,10 057,5 632,0,0,713 200
586,587,2935000.0,626000.0,215000.0,526628.0,268800.0,916336.0,107733000.0,49873,38200.0,1055300.0,649000.0,11541000.0,107733000.0,538 879,46 826 000,17 082,6 078,0,0,772 400
587,588,2933000.0,43800.0,218000.0,28777.0,243500.0,1142953.0,9695482.0,45402,39500.0,9543000.0,907700.0,12460000.0,9695482.0,632 095,53 670 000,19 483,6 101,0,0,836 100
588,589,2296000.0,39200.0,232000.0,20892.0,229800.0,829989.0,11144573.0,17197,39600.0,9474000.0,282000.0,13764000.0,11144573.0,718 588,44 651 000,21 910,0,0,0,682 000
589,590,0.0,45200.0,534300.0,24965.0,233200.0,44211.0,14539021.0,0,32500.0,12246000.0,413000.0,13291000.0,14539021.0,0,0,0,0,0,0,0
590,591,23100.0,46300.0,480300.0,38238.0,955000.0,54848.0,16892000.0,32942000,3098000.0,9575000.0,243000.0,79400.0,16892000.0,1 952,1 387 300,8 116 000,30 031,0,0,-4 061
591,592,23800.0,7330000.0,483200.0,4247000.0,924000.0,47334.0,30088000.0,33249000,3134000.0,1102200.0,219000.0,78400.0,30088000.0,1 819,1 421 400,9 854 000,46 193,0,7 300,-694
592,593,263500.0,5902000.0,552400.0,4496000.0,836000.0,36632.0,29558000.0,34416000,3281000.0,1198000.0,165000.0,80100.0,29558000.0,2 524,1 456 100,11 244 000,46 892,0,-1 400,-1 101
593,594,245500.0,5115000.0,1143000.0,5558000.0,0.0,55296.0,31045000.0,37038000,3079000.0,1959300.0,843905.0,79500.0,31045000.0,6 517,1 273 600,8 014 000,69 157,0,0,-112
594,595,714.0,0.0,1380000.0,5190000.0,158300.0,9892.0,31525000.0,2715379,376200.0,3708200.0,858043.0,6788000.0,31525000.0,0,0,0,0,0,0,0
595,596,66.0,877900.0,1243000.0,6041000.0,157600.0,9131.0,3735612.0,2970675,329400.0,9735.0,895764.0,6809000.0,3735612.0,809 200,1 590 968,246 100,385,0,0,106 389
596,597,236.0,869200.0,0.0,6252000.0,361000.0,9152.0,4424004.0,3011123,352900.0,42214.0,893521.0,6602000.0,4424004.0,878 500,1 883 578,275 000,478,0,0,106 951
597,598,177.0,1107100.0,46500.0,6200000.0,312900.0,0.0,4627972.0,3369000,367600.0,16000.0,262464.0,0.0,4627972.0,950 200,2 093 577,276 000,603,0,0,96 794
598,599,474300.0,894800.0,66300.0,5362000.0,25059.0,30389.0,5685355.0,13886000,1533000.0,17300.0,277678.0,186400.0,5685355.0,847 200,1 585 105,381 000,0,0,0,73 812
599,600,463800.0,44536.0,86300.0,6816000.0,31165.0,79108.0,150697.0,14978000,1472000.0,392500.0,341602.0,191900.0,150697.0,0,0,0,0,0,0,0
600,601,494300.0,76926.0,88900.0,7477000.0,21107.0,35834.0,174526.0,16182000,1434000.0,397100.0,401577.0,266200.0,174526.0,4 039,708 801,90 479,41 451,0,0,22 749
601,602,469100.0,50388.0,3806.0,7994000.0,14653.0,0.0,223808.0,14211000,1829000.0,423800.0,56.0,342000.0,223808.0,3 308,741 283,126 104,19 935,0,0,25 149
602,603,4126000.0,32184.0,2784.0,8352000.0,155200.0,2407000.0,258100.0,3069149,11422007.0,452000.0,42.0,35181.0,258100.0,350,773 885,146 074,23 079,0,0,22 437
603,604,4917000.0,237200.0,2873.0,80242.0,141800.0,3206000.0,1488349.0,3508981,12687460.0,5401000.0,0.0,31926.0,1488349.0,50,779 705,74 781,0,0,0,21 687
604,605,5822000.0,242900.0,2423.0,90492.0,192200.0,3413000.0,1489973.0,3569407,10478687.0,6209000.0,0.0,33080.0,1489973.0,0,0,0,0,0,0,0
605,606,5431000.0,269300.0,166700.0,108392.0,103800.0,3700000.0,1517556.0,4187972,11981220.0,8794000.0,945000.0,24509.0,1517556.0,21 960 000,423 308,53 743,-80 449,0,0,2 515
606,607,1049700.0,330900.0,166300.0,143677.0,41087000.0,96100.0,3878397.0,103652,124867.0,13324000.0,1390000.0,335900.0,3878397.0,22 028 000,388 905,57 048,-31 202,0,0,8 075
607,608,1038800.0,11033000.0,93900.0,185604.0,43466000.0,193000.0,356891.0,115827,128689.0,2450500.0,2221000.0,362700.0,356891.0,24 135 000,275 486,60 649,-20 634,0,-7 295,8 820
608,609,1027500.0,11401000.0,87300.0,252002.0,46632000.0,245900.0,369075.0,117051,119239.0,1936100.0,2509000.0,330800.0,369075.0,20 469 000,0,55 553,-18 676,0,0,5 600
609,610,997500.0,13340000.0,2830000.0,328164.0,41730000.0,498300.0,495015.0,131911,185847.0,2579600.0,1584000.0,328700.0,495015.0,0,0,0,0,0,0,0
610,611,178000.0,16511000.0,2413000.0,472305.0,2077000.0,3511000.0,5761447.0,326878,131.0,2752200.0,1663000.0,9904000.0,5761447.0,182 174,3 277 518,-72 716,30 063,-3 000,0,7 087
611,612,183000.0,272000.0,2296000.0,494107.0,2091500.0,3801000.0,6779396.0,287005,224.0,2022000.0,2640000.0,9505000.0,6779396.0,177 700,3 296 033,-49 549,31 267,23 000,0,10 272
612,613,181000.0,281100.0,2209000.0,517480.0,2059300.0,3645000.0,7174078.0,251447,543.0,1675000.0,3003000.0,9582000.0,7174078.0,240 203,3 224 427,-51 520,21 990,29 000,0,12 278
613,614,193000.0,273400.0,38000.0,565746.0,1899700.0,0.0,6212084.0,-561228,2525.0,1612000.0,1275000.0,8277000.0,6212084.0,292 088,3 349 354,0,21 830,-43 000,0,12 352
614,615,3001263.0,253300.0,42600.0,0.0,0.0,180800.0,529045.0,169255,2787.0,1655000.0,2633000.0,2034800.0,529045.0,0,0,0,0,0,0,0
615,616,2960439.0,1760000.0,49200.0,2844000.0,0.0,308000.0,571982.0,177317,1706000.0,15990261.0,4815000.0,2024600.0,571982.0,406 044,6 687,968 882,10 000,1 800,0,5 616 000
616,617,2319971.0,1686000.0,41300.0,3091000.0,735000.0,368500.0,626280.0,185520,1497000.0,14377919.0,2999000.0,2021700.0,626280.0,399 543,7 901,968 928,10 300,-800,0,6 990 000
617,618,2305493.0,1501000.0,115000.0,2841000.0,591000.0,538200.0,759340.0,1754234,1588000.0,10724960.0,105859.0,1807300.0,759340.0,420 735,8 509,987 946,13 200,4 500,0,7 782 000
618,619,22905.0,1458000.0,105000.0,2883000.0,538000.0,6172.0,790467.0,2181999,1942000.0,11447031.0,28352.0,0.0,790467.0,457 518,0,753 942,0,-11 000,0,4 955 000
619,620,41131.0,43940725.0,130000.0,1112100.0,2089626.0,5546.0,73252.0,2343593,3855000.0,798874.0,73331.0,0.0,73252.0,0,0,0,0,0,0,0
620,621,34350.0,48032385.0,2146375.0,1180500.0,2196363.0,6352.0,78209.0,1940288,3399000.0,1234252.0,88720.0,733000.0,78209.0,252,354 835,-9 710,208,2 447,0,158 400
621,622,31464.0,37815771.0,2300771.0,1189100.0,1809059.0,9093.0,87276.0,215983,3610000.0,1107997.0,97591.0,0.0,87276.0,116,369 716,-11 998,-196,2 327,0,181 800
622,623,1002.0,50159557.0,2136310.0,1211500.0,1834253.0,78000.0,0.0,249956,3466000.0,1278512.0,91534.0,620000.0,0.0,68,448 265,-13 028,132,2 192,0,172 700
623,624,396.0,1192340.0,2181344.0,12195.0,243900.0,186800.0,340067.0,280392,8104000.0,0.0,54645.0,2550936.0,340067.0,50,294 680,0,0,1 683,0,276 600
624,625,173.0,1475383.0,92920.0,12920.0,381454.0,178600.0,302563.0,298827,6883000.0,0.0,23839.0,3089525.0,302563.0,0,0,0,0,0,0,0
625,626,990.0,1588105.0,54774.0,14553.0,411579.0,269400.0,274745.0,273710,7353000.0,0.0,636899.0,2654734.0,274745.0,327 350,480 727,58 475,176 000,0,0,60 220
626,627,5178000.0,1250533.0,131796.0,15009.0,461692.0,14057000.0,0.0,28985,7219000.0,0.0,711091.0,2496088.0,0.0,397 812,538 879,105 247,200 000,0,0,84 354
627,628,5241000.0,1247.0,203853.0,0.0,17739.0,14777000.0,23780000.0,32486,26950.0,0.0,795189.0,204567.0,23780000.0,404 355,632 095,61 080,330 000,0,0,95 757
628,629,9757000.0,1124.0,321.0,84.0,17614.0,14982000.0,27080000.0,31232,25604.0,3091000.0,0.0,296601.0,27080000.0,404 912,718 588,-476 845,298 000,0,0,40 298
629,630,8676000.0,921.0,314.0,15.0,15503.0,21697000.0,32659000.0,0,33474.0,3815000.0,1691000.0,347865.0,32659000.0,0,0,0,0,0,0,0
630,631,2603000.0,1009.0,367.0,46.0,29140.0,563600.0,30161000.0,136080,35015.0,3969000.0,1574000.0,464112.0,30161000.0,4 571 000,185 318,57 764,185,0,0,39 113
631,632,2526000.0,3169000.0,420.0,8.0,5462000.0,544900.0,2886400.0,159701,38549.0,4508000.0,979000.0,31498.0,2886400.0,4 409 000,187 287,68 860,-46,0,0,41 214
632,633,2709000.0,3518000.0,410000.0,355000.0,5305000.0,514300.0,2782500.0,152468,38472.0,7655000.0,2260000.0,22160.0,2782500.0,6 735 000,191 853,86 979,-638,0,0,42 302
633,634,2505000.0,4454000.0,340000.0,337000.0,5368000.0,685400.0,2832900.0,0,47463.0,9218000.0,578200.0,23849.0,2832900.0,5 979 000,175 440,97 868,-2 071,0,0,37 215
634,635,13080000.0,4055000.0,433000.0,305000.0,6556000.0,467000.0,3115300.0,5958000,53881.0,12838000.0,587000.0,57347.0,3115300.0,0,0,0,0,0,0,0
635,636,21889000.0,11590000.0,487000.0,299200.0,5134000.0,415000.0,39776000.0,6853000,106995.0,12621000.0,470600.0,2250000.0,39776000.0,3 415 165,809 200,125 077,-4 048,0,800,-67 396
636,637,16572000.0,11335000.0,774000.0,30200.0,4968000.0,492000.0,39169000.0,7392000,130913.0,14326000.0,1672200.0,2304000.0,39169000.0,3 939 575,878 500,124 186,-3 466,0,0,-61 999
637,638,18421000.0,11707000.0,2527000.0,30100.0,4813000.0,691000.0,36341000.0,7160000,138587.0,22007000.0,46784.0,2920000.0,36341000.0,4 200 728,950 200,125 023,-2 420,0,0,-65 921
638,639,117274.0,11072000.0,3511000.0,35100.0,4597000.0,7506361.0,31894000.0,1139000,0.0,21118000.0,36377.0,11959000.0,31894000.0,4 511 648,0,124 484,-2 046,0,0,0
639,640,122590.0,9579000.0,845000.0,30500.0,7216000.0,10013668.0,2345700.0,1169200,3214000.0,20676000.0,63228.0,6027000.0,2345700.0,0,0,0,0,0,0,0
640,641,111925.0,9651000.0,1182000.0,65266.0,7260000.0,8993538.0,2502000.0,1247400,2811000.0,35636.0,67809.0,6116000.0,2502000.0,15 080,7 027,64 300,75,0,-16,616 324
641,642,143349.0,9717000.0,2971000.0,81881.0,7937000.0,7017897.0,4361200.0,1248600,2746000.0,137207.0,0.0,6000000.0,4361200.0,4 717,5 179,87 800,813,0,0,620 216
642,643,172906.0,9365000.0,2667000.0,68075.0,7491000.0,833652.0,6714500.0,12631000,2638000.0,32650.0,9710.0,5897000.0,6714500.0,6 855,2 335,90 900,4 688,0,0,620 867
643,644,177492.0,160292.0,2982000.0,0.0,92202.0,825302.0,147915.0,11229000,262000.0,29539.0,15640.0,4633000.0,147915.0,12 907,0,0,0,0,0,330 010
644,645,180090.0,175858.0,2291.0,50683.0,107555.0,755969.0,199987.0,10187000,204000.0,62079.0,15489.0,5041000.0,199987.0,0,0,0,0,0,0,0
645,646,633521.0,192195.0,1871.0,60045.0,124787.0,860150.0,146915.0,6292000,224000.0,58101.0,15410.0,5313000.0,146915.0,23 147 000,21 960 000,-11 104,-8 286,49 837,0,-10 245
646,647,168919.0,222875.0,1867.0,57309.0,142344.0,17748.0,116667.0,4290000,268000.0,80698.0,242000.0,5547000.0,116667.0,22 563 000,22 028 000,-5 029,-7 210,25 533,0,-12 785
647,648,167579.0,331294.0,2081.0,61619.0,211616.0,18035.0,2441500.0,502000,227000.0,562945.0,192000.0,56952.0,2441500.0,23 315 000,24 135 000,-8 377,-6 252,51 364,0,-15 272
648,649,180903.0,435980.0,11826.0,257000.0,220231.0,18271.0,2541600.0,511000,354000.0,278629.0,195000.0,62843.0,2541600.0,21 867 000,20 469 000,0,-7 386,-16 073,0,0
649,650,0.0,493770.0,6275.0,280000.0,220831.0,18976.0,2624600.0,1038500,334100.0,342902.0,433300.0,49174.0,2624600.0,0,0,0,0,0,0,0
650,651,4335000.0,589349.0,15665.0,294000.0,256894.0,1926000.0,2788700.0,1037200,339500.0,366277.0,204300.0,61356.0,2788700.0,246 581,182 174,2 631 000,-57 000,-423,-28 262,6 960
651,652,4874000.0,950810.0,14006.0,259000.0,728970.0,4914000.0,109943000.0,-30996,18775.0,0.0,534100.0,77210.0,109943000.0,248 618,177 700,2 550 000,-47 000,-509,1 068,51 479
652,653,4647000.0,1022586.0,32501.0,33642.0,694239.0,2330000.0,114996000.0,-4171,20419.0,5650000.0,476400.0,103568.0,114996000.0,268 166,240 203,2 691 000,38 000,-395,0,30 723
653,654,5033000.0,1084050.0,41416.0,39952.0,721020.0,3747000.0,122171000.0,-79673,33249.0,5923000.0,702300.0,115999.0,122171000.0,290 258,292 088,1 403 000,43 000,132,-24 553,-528 638
654,655,1170500.0,0.0,52615.0,72333.0,0.0,3738000.0,115737000.0,-168716,38682.0,6405000.0,0.0,174733.0,115737000.0,0,0,0,0,0,0,0
655,656,1183200.0,2490000.0,0.0,123291.0,5763000.0,3284000.0,10098700.0,1304000,0.0,8196000.0,0.0,695892.0,10098700.0,9 505,420 131,-5 988,28 851,2 540,-10 121,-12 969
656,657,1261900.0,2521000.0,378000.0,1600.0,5804000.0,2688000.0,10205300.0,1408200,0.0,2067300.0,0.0,617358.0,10205300.0,9 127,411 608,1 510,54 300,1 012,1 657,23 552
657,658,1261600.0,3680000.0,436000.0,2367.0,5953000.0,4987000.0,11074800.0,1426100,0.0,1857900.0,9075.0,653484.0,11074800.0,4 289,433 015,5 114,64 589,2 289,-2 048,42 008
658,659,65831.0,3619000.0,665000.0,915.0,5626000.0,8443000.0,9963200.0,1403400,172.0,2301800.0,0.0,0.0,9963200.0,0,471 184,16 142,78 946,-3 695,-1 873,46 527
659,660,70467.0,820500.0,645000.0,1253.0,1015800.0,10315000.0,5153000.0,33442000,0.0,2285800.0,51875.0,4148000.0,5153000.0,0,0,0,0,0,0,0
660,661,85153.0,839500.0,776000.0,0.0,1087200.0,6925000.0,4478000.0,36145000,163000.0,365167.0,54839.0,4142000.0,4478000.0,41 096 000,3 721,21 710,3,0,0,0
661,662,80575.0,1248000.0,63200.0,0.0,1159700.0,9427000.0,4324000.0,35331000,124000.0,380599.0,42522.0,4215000.0,4324000.0,41 381 000,3 479,32 950,0,0,0,0
662,663,0.0,1219500.0,127500.0,0.0,965400.0,13915000.0,4266000.0,25338000,123000.0,485238.0,68798.0,4664000.0,4266000.0,42 238 000,2 541,43 372,5 100,0,0,-2 002
663,664,91063.0,220427.0,200400.0,0.0,136533.0,27807.0,81702272.0,4163600,95400.0,487729.0,3300000.0,905800.0,81702272.0,42 270 000,50,57 587,8 188,0,0,-2 626
664,665,86346.0,225640.0,189000.0,200.0,157184.0,35605.0,90859562.0,4232200,44700.0,0.0,448000.0,1029900.0,90859562.0,0,0,0,0,0,0,0
665,666,81547.0,268425.0,52201.0,3200.0,179480.0,18544.0,75926235.0,4235300,41200.0,67515.0,3198000.0,1044800.0,75926235.0,3 138 234,331 207,-26 267,474 000,0,0,94 991
666,667,79757.0,313768.0,49647.0,20100.0,171023.0,31831.0,76764091.0,3794800,16800.0,53358.0,3375000.0,1260300.0,76764091.0,3 419 764,402 708,-30 067,206 000,0,-2 773,89 619
667,668,63000.0,0.0,50881.0,30400.0,0.0,32552.0,12115739.0,-628000,14000.0,38751.0,14156.0,94577.0,12115739.0,3 740 215,408 444,-46 779,235 000,0,-57,99 196
668,669,55000.0,806.0,43139.0,24554.0,9495.0,23975.0,13210924.0,-368000,711.0,23416.0,18486.0,95673.0,13210924.0,3 922 300,409 425,-36 428,0,0,0,94 149
669,670,48000.0,1292.0,0.0,37281.0,12310.0,27643.0,14156535.0,-356000,1492.0,257000.0,19257.0,123185.0,14156535.0,0,0,0,0,0,0,0
670,671,44500.0,1769.0,526.0,43149.0,16306.0,59762.0,0.0,-719000,1671.0,249000.0,51086.0,0.0,0.0,9 010 000,4 571 000,7 681,1 372,14 000,0,40 000
671,672,2706800.0,1263.0,260.0,41188.0,12229.0,362116.0,3714596.0,41856591,0.0,282000.0,15889.0,0.0,3714596.0,8 987 000,4 409 000,23 099,1 075,-46 000,0,59 200
672,673,2387000.0,232000.0,291.0,0.0,468000.0,471936.0,4412197.0,48516458,5779.0,30200.0,133529.0,5765.0,4412197.0,9 182 000,6 735 000,26 745,-997,-22 000,0,59 800
673,674,2436300.0,166000.0,916.0,0.0,481000.0,465896.0,4651828.0,41593341,5010.0,4223100.0,138921.0,2762.0,4651828.0,8 448 000,5 979 000,23 338,1 199,-112 000,0,0
674,675,2420900.0,135000.0,213000.0,0.0,445000.0,0.0,5747086.0,39554464,5104.0,3413800.0,37461.0,3116.0,5747086.0,0,0,0,0,0,0,0
675,676,44371.0,124400.0,180000.0,0.0,416500.0,3045000.0,74956.0,2451929,5647.0,3908500.0,10974.0,3625.0,74956.0,0,3 415 165,281 000,1 105,200,0,-11 289
676,677,43132.0,6545900.0,177000.0,0.0,458100.0,2361000.0,68777.0,2494984,555000.0,3766900.0,7015.0,527000.0,68777.0,4 313,3 939 575,112 000,586,72,0,-6 228
677,678,52913.0,6071600.0,140400.0,25991.0,440700.0,3592000.0,71748.0,2684472,477000.0,51870.0,39335.0,559000.0,71748.0,3 708,4 200 728,-11 000,1 018,0,0,-8 404
678,679,0.0,6014300.0,114300.0,28232.0,443100.0,6895000.0,108100.0,0,491000.0,46948.0,27653.0,495000.0,108100.0,3 131,4 511 648,246 000,0,0,0,0
679,680,139.0,6109600.0,338000.0,32210.0,431500.0,1001000.0,31058000.0,1986435,428000.0,67410.0,368800.0,472800.0,31058000.0,0,0,0,0,0,0,0
680,681,167.0,11403.0,311300.0,35556.0,42503.0,1175000.0,32247000.0,2078430,8382.0,0.0,273600.0,195500.0,32247000.0,128 381,15 080,312 108,1 263 000,0,4 678,1 693 000
681,682,734.0,13849.0,315000.0,58187.0,72254.0,1435000.0,40620000.0,2334017,9385.0,1258984.0,452900.0,139700.0,40620000.0,146 806,4 717,426 992,1 332 000,0,0,1 660 000
682,683,1258.0,34295.0,818.0,62939.0,82839.0,1804000.0,39531000.0,2593627,21431.0,1426164.0,302000.0,113700.0,39531000.0,148 480,6 855,315 764,1 226 000,0,0,1 730 000
683,684,4304.0,0.0,891.0,74250.0,0.0,538600.0,42917000.0,32961,19344.0,1162360.0,332159.0,81000.0,42917000.0,158 569,12 907,249 827,1 221 000,-144,0,625 000
684,685,3261.0,185691.0,1055.0,0.0,13675.0,612700.0,44042000.0,34024,57588.0,1442581.0,337412.0,57829.0,44042000.0,0,0,0,0,0,0,0
685,686,1539.0,168444.0,0.0,12737000.0,16844.0,785500.0,49983000.0,34087,89657.0,57606.0,332466.0,83540.0,49983000.0,1 425 309,23 147 000,-17 534,150 695,0,-21 000,-31 616
686,687,2933.0,40868.0,404.0,10559000.0,22719.0,1769400.0,48626000.0,28590,101310.0,61049.0,435351.0,100948.0,48626000.0,1 434 725,22 563 000,-20 668,136 166,0,214 000,1 380
687,688,511000.0,75837.0,2555.0,9528000.0,24235.0,53459.0,99826000.0,6809000,107349.0,47230.0,2448.0,0.0,99826000.0,1 594 967,23 315 000,-18 332,214 952,0,-7 000,2 662
688,689,704000.0,163356.0,341.0,8094000.0,19621.0,67424.0,111408000.0,10624000,156924.0,22188.0,13415.0,8912.0,111408000.0,1 171 518,21 867 000,-6 760,184 100,0,-3 000,-16 339
689,690,801000.0,207134.0,351.0,2455.0,30441.0,92276.0,112736000.0,12301000,133707.0,3011000.0,14025.0,8194.0,112736000.0,0,0,0,0,0,0,0
690,691,673000.0,210396.0,4215.0,2220.0,26841.0,105265.0,114529000.0,12750000,104985.0,3537000.0,0.0,10716.0,114529000.0,394 709,248 453,16 000,357 000,26 000,0,8 696
691,692,4009.0,224050.0,1162.0,2711.0,31626.0,0.0,793866.0,18852000,99141.0,3902000.0,1961.0,11834.0,793866.0,418 859,249 615,-59 000,284 000,29 000,17,29 271
692,693,6777.0,590000.0,1370.0,340.0,3486000.0,25975.0,871226.0,18262000,355900.0,6101000.0,1775.0,22927.0,871226.0,478 482,269 036,485 000,297 000,21 000,29,34 626
693,694,30008.0,619000.0,1474.0,1267132.0,3505000.0,26996.0,906758.0,19780000,518300.0,102970.0,3709.0,20441.0,906758.0,582 838,290 434,918 000,318 000,-6 000,-1 186,45 542
694,695,66706.0,684000.0,731000.0,1303992.0,3810000.0,27979.0,1066137.0,18203000,434300.0,59615.0,0.0,20379.0,1066137.0,0,0,0,0,0,0,0
695,696,66438.0,566000.0,769000.0,1478418.0,3477000.0,32765.0,1403905.0,58258000,377400.0,191453.0,331686.0,29291.0,1403905.0,6 768 477,9 505,38 385,9 243,-859,0,-26 143
696,697,69388.0,113475.0,1651000.0,1643955.0,39975.0,183000.0,1571461.0,59035000,414300.0,191299.0,321360.0,2112000.0,1571461.0,7 244 636,9 127,43 627,13 063,0,0,-30 345
697,698,80773.0,134343.0,1209000.0,471000.0,56823.0,206000.0,1820421.0,59108000,341200.0,1981520.0,392180.0,2226000.0,1820421.0,8 493 550,4 289,38 651,14 589,0,0,-50 915
698,699,107265.0,253593.0,43508.0,499500.0,139344.0,162000.0,3069336.0,63147000,790980.0,1665060.0,0.0,2517000.0,3069336.0,7 073 227,0,42 458,20 217,0,0,-33 590
699,700,118842.0,297154.0,54028.0,528000.0,167409.0,128800.0,3477682.0,434723,768148.0,1516223.0,7245000.0,1899000.0,3477682.0,0,0,0,0,0,0,0
700,701,100139.0,28223.0,55369.0,483100.0,439312.0,587500.0,3658798.0,481838,950119.0,1139637.0,5861000.0,44430.0,3658798.0,627 267,41 096 000,-66 377,-981,0,29 000,1 861 000
701,702,90482.0,25480.0,23425.0,0.0,498772.0,269600.0,3925073.0,538512,3428.0,408170.0,4876000.0,42427.0,3925073.0,658 919,41 381 000,-15 644,-591,0,0,1 880 000
702,703,76823.0,23569.0,6181.0,0.0,469093.0,909100.0,0.0,647219,3447.0,402235.0,4081000.0,62239.0,0.0,728 411,42 238 000,-34 337,-853,0,0,2 276 000
703,704,199600.0,25269.0,8908.0,23655.0,441786.0,1155300.0,39849000.0,879454,3277.0,526938.0,0.0,76318.0,39849000.0,629 240,42 270 000,0,-1 520,-3 000,0,101 000
704,705,190200.0,25482.0,10968.0,28774.0,304070.0,38478.0,42259000.0,1044874,0.0,303332.0,120.0,94344.0,42259000.0,0,0,0,0,0,0,0
705,706,253500.0,25614.0,6888.0,0.0,234559.0,29578.0,45003000.0,1177629,2749.0,402600.0,840.0,78325.0,45003000.0,77 041,3 138 234,4 917 000,30 215,9 843,0,-4 090
706,707,273000.0,90256.0,6867.0,0.0,90223.0,73108.0,49482000.0,1482917,2819.0,398900.0,202.0,84484.0,49482000.0,85 983,3 419 764,4 829 000,39 184,13 162,0,572
707,708,777367.0,82618.0,6919.0,0.0,69649.0,0.0,43234000.0,1378424,2893.0,338300.0,443.0,98923.0,43234000.0,87 386,3 740 215,5 919 000,18 700,25 030,0,17 868
708,709,1075590.0,120700.0,7067.0,0.0,1132700.0,6982.0,44383000.0,1396319,4892.0,751600.0,112001.0,91186.0,44383000.0,0,3 922 300,5 521 000,170 439,26 864,0,11 846
709,710,1028304.0,129000.0,7711.0,0.0,1137800.0,7124.0,46878000.0,1464337,37680.0,1126947.0,121884.0,115391.0,46878000.0,0,0,0,0,0,0,0
710,711,999326.0,144700.0,17300.0,0.0,1091000.0,6599.0,46217000.0,0,37358.0,1729928.0,151252.0,73495.0,46217000.0,378 445,9 010 000,413 381,-1 810,0,0,127 000
711,712,3238.0,463800.0,19000.0,296800.0,1074300.0,7626.0,6687200.0,35366757,46585.0,1796406.0,709910.0,168371.0,6687200.0,275 956,8 987 000,445 563,-1 643,0,0,13 000
712,713,3712.0,99920.0,40900.0,276300.0,1370872.0,29190.0,7076500.0,30542801,0.0,2036151.0,2004400.0,285900.0,7076500.0,266 194,9 182 000,540 821,-2 471,0,0,-118 000
713,714,3175.0,180444.0,60300.0,355700.0,1850370.0,25349.0,7815400.0,21136747,14354000.0,42276.0,2762100.0,268800.0,7815400.0,0,8 448 000,413 000,-2 684,0,-3 000,80 000
714,715,0.0,174085.0,63054.0,431300.0,1877875.0,38997.0,9270000.0,11152287,13288000.0,66027.0,2924000.0,294900.0,9270000.0,0,0,0,0,0,0,0
715,716,9574.0,513215.0,70225.0,306350.0,1916910.0,25526.0,877262.0,19942000,13534000.0,57608.0,3212200.0,286300.0,877262.0,10 246 000,177 990,2 232 000,63 946,11 000,0,191 219
716,717,9340.0,6398.0,51291.0,937393.0,59610.0,2927000.0,918083.0,22264000,13294000.0,0.0,876.0,780008.0,918083.0,9 951 000,235 017,2 296 000,69 116,12 000,0,282 416
717,718,9166.0,9057.0,52235.0,1049371.0,54029.0,2708000.0,1117878.0,23140000,925.0,5389.0,6349.0,990477.0,1117878.0,11 001 000,159 891,2 375 000,79 363,12 000,0,169 399
718,719,16794.0,9711.0,11018.0,1244896.0,75239.0,2901000.0,1094554.0,23727000,105.0,3709.0,4958.0,1101956.0,1094554.0,10 788 000,190 362,978 000,59 836,22 000,0,124 259
719,720,14776.0,0.0,11513.0,0.0,0.0,2027000.0,0.0,6225000,44.0,0.0,0.0,1141349.0,0.0,0,0,0,0,0,0,0
720,721,18367.0,68904.0,11861.0,0.0,25160.0,109286.0,263217.0,5828000,127.0,0.0,35927.0,21829.0,263217.0,1 158 700,128 381,159 161,3 957,7,0,-3 678
721,722,18082.0,67162.0,0.0,0.0,31271.0,119957.0,264042.0,6374000,0.0,246270.0,50320.0,22159.0,264042.0,1 111 700,146 806,210 061,1 827,0,0,-18 391
722,723,0.0,62126.0,594.0,0.0,30463.0,175308.0,266369.0,6177000,365428.0,402217.0,55380.0,23337.0,266369.0,1 091 900,148 480,136 402,6 138,0,0,-18 922
723,724,14536000.0,58154.0,595.0,0.0,34927.0,190998.0,263606.0,1964300,321407.0,485073.0,0.0,0.0,263606.0,1 142 700,158 569,157 870,5 697,-5,1 389,-18 098
